"","voted2004","voted2008","Kerryvoter","Obamavoter","white","black","pres.approval","partyid","economy"
"2557",1,1,1,1,1,0,-1,1,-1
"2558",1,0,0,0,0,1,-0.5,1,-0.5
"2559",1,1,1,0,1,0,-0.5,0,-1
"2560",0,0,0,0,1,0,-1,0,-1
"2561",1,1,1,1,1,0,-1,0,-1
"2562",0,0,0,0,1,0,-1,1,-0.5
"2563",1,1,1,1,1,0,-1,1,-1
"2564",0,0,0,0,1,0,-1,0,-1
"2565",0,0,0,0,0,0,-1,0,-1
"2566",1,1,1,1,0,0,-0.5,1,0
"2567",0,1,0,1,0,1,-1,1,-1
"2568",1,0,0,0,1,0,-1,-1,-1
"2569",1,1,1,1,1,0,-1,1,-1
"2570",1,1,0,0,1,0,0.5,-1,-0.5
"2571",1,1,0,1,1,0,-1,0,-1
"2572",1,1,1,1,1,0,-0.5,1,-0.5
"2573",1,1,0,0,1,0,-0.5,0,-1
"2574",0,1,0,1,1,0,-0.5,0,-1
"2575",0,1,0,1,1,0,0.5,0,-1
"2576",1,1,1,1,1,0,-1,1,-1
"2577",1,1,1,1,1,0,-1,1,-1
"2578",1,1,0,0,1,0,-1,-1,-1
"2579",1,1,1,1,1,0,-1,1,-1
"2580",1,0,0,0,1,0,1,0,0.5
"2581",0,0,0,0,1,0,-0.5,0,-1
"2582",1,1,0,0,1,0,0,0,-1
"2583",1,1,1,1,1,0,-1,1,-1
"2584",1,1,1,1,1,0,-1,0,-1
"2585",1,1,0,1,1,0,-0.5,0,-1
"2586",1,0,1,0,1,0,-0.5,0,-1
"2587",1,1,1,1,1,0,-1,1,-1
"2588",1,1,0,0,1,0,-1,-1,-1
"2589",0,0,0,0,1,0,0.5,1,-0.5
